 loan_id, loan_type, interest_rate ,loan_amount,remaining_principal,accrued_interest,remaining_interest,total_outstanding,past_due_penalty,expired_penalty, disbursement_date,repayment_start_date,repayment_frequency,repayment_end_date, number_of_repayments,loan_status,
4900000178,   BUSINESS,0.84,15000,0,2100,0,0,0,317.74,19/11/2019,18/12/2019, Monthly ,,2,0,
4900000178,   BUSINESS,0.84,10000,0,700,0,0,0,24.62,25/08/2021,19/09/2021, Monthly ,,1,0,
4900000178,   BUSINESS,0.84,25000,0,3500,0,0,0,32.79,22/09/2021,07/10/2021, Monthly ,,2,0,
4900000178,   BUSINESS,0.84,10000,0,1400,0,0,197.22,94.31,06/07/2021,29/07/2021, Monthly ,,2,0,
4900000009,   BUSINESS,0.96,7000,2335,1680,560,2895,0,0,07/09/2017,21/09/2017, Bi-Weekly ,,6,0,
4900001251,   BUSINESS,0.84,10000,0,700,0,0,0,123.1,29/08/2022,18/09/2022, Monthly ,,1,0,
4900001251,   BUSINESS,0.84,10000,0,700,0,0,0,24.62,10/11/2022,08/12/2022, Monthly ,,1,0,
4900001251,   BUSINESS,0.84,10000,0,1400,0,0,0,69.85,28/07/2021,22/08/2021, Monthly ,,2,0,
4900001251,   BUSINESS,0.84,20000,0,1400,0,0,0,98.5,21/12/2022,18/01/2023, Monthly ,,1,0,
4900001251,   BUSINESS,0.84,10000,0,700,0,0,0,49.24,11/11/2021,07/12/2021, Monthly ,,1,0,
4900001251,   BUSINESS,0.84,10000,0,700,0,0,0,98.82,30/11/2022,25/12/2022, Weekly ,,1,0,
4900002123,   BUSINESS,0.84,15000,0,1050,0,0,0,221.64,19/01/2023,19/02/2023, Monthly ,,1,0,
4900002123,   BUSINESS,0.84,10000,10000,700,700,10700,0,0,27/02/2023,19/03/2023, Monthly ,,1,0,
4900001407,   GROUP  ,0.48,4000,0,640,0,0,220.01,321.39,29/08/2021,30/08/2021, Daily ,,80,0,
4900001734,   BUSINESS,0.84,1500,457.5,420,105,562.5,26.31,564.97,28/11/2021,29/11/2021, Weekly ,,16,0,
4900002149,   BUSINESS,0.6,1500,93,300,0,93,8.57,16.48,15/09/2022,19/09/2022, Weekly ,,16,0,
4900000590,   BUSINESS,0.96,5000,0,400,0,0,0,653.43,08/10/2020,21/10/2020, Monthly ,,1,0,
4900000590,   BUSINESS,0.96,5000,0,400,0,0,0,123.68,25/08/2021,19/09/2021, Monthly ,,1,0,
4900000590,   BUSINESS,0.96,3000,0,240,0,0,0,787.79,05/12/2021,26/12/2021, Monthly ,,1,0,
4900002341,   BUSINESS,0.84,2500,0,700,0,0,1.84,0,21/11/2022,28/11/2022, Weekly ,,16,0,
4900000979,   BUSINESS,0.48,2000,52,320,8,60,7.92,284.86,03/06/2021,10/06/2021, Daily ,,80,0,
4900001550,   GROUP  ,0.6,1500,1031.25,300,202.75,1234,57.18,896.25,28/09/2021,05/10/2021, Weekly ,,16,0,
4900001688,   GROUP  ,0.84,500,149,140,35,184,13.83,197.58,21/11/2021,28/11/2021, Weekly ,,16,0,
4900001882,   BUSINESS,0.96,30000,0,2400,0,0,0,170.44,28/03/2022,17/04/2022, Monthly ,,1,0,
4900001879,   GROUP  ,0.6,10000,0,3000,0,0,74.45,37.45,28/03/2022,11/04/2022, Weekly ,,24,0,
4900001254,   BUSINESS,0.48,5000,0,800,0,0,83.07,154.15,01/08/2021,04/08/2021, Daily ,,80,0,
4900001254,   BUSINESS,0.6,3000,425,600,75,500,146.17,239.19,09/06/2022,13/06/2022, Weekly ,,16,0,
4900000837,   BUSINESS,1.2,10000,0,2000,0,0,458.18,295.92,18/01/2021,17/02/2021, Monthly ,,2,0,
4900001930,   BUSINESS,0.84,5000,0,1050,0,0,0,4.64,21/09/2022,04/10/2022, Monthly ,,3,0,
4900001204,   BUSINESS,0.84,2000,0,560,0,0,2.88,0.92,25/07/2021,25/07/2021, Weekly ,,16,0,
4900000705,   BUSINESS,0.6,5000,2855,1500,850,3705,3374.01,1843.03,28/10/2021,07/11/2021, Daily ,,120,0,
4900000705,   BUSINESS,0.72,4000,0,1200,0,0,125.41,48.3,01/06/2021,09/06/2021, Daily ,,100,0,
4900002116,   BUSINESS,0.6,4000,1000,1000,200,1200,29.88,60.5,29/08/2022,05/09/2022, Weekly ,,20,0,
4900001673,   BUSINESS,0.72,1500,0,540,0,0,18.42,0,14/11/2021,08/12/2021, Monthly ,,6,0,
4900000599,   BUSINESS,0.6,15748.56,0,787.43,0,0,0,10255.86,09/11/2020,29/03/2021, Weekly ,,1,0,
4900000599,   BUSINESS,0.6,20000,0,3000,0,0,0,10.34,07/05/2020,12/05/2020, Weekly ,,12,0,
4900000599,   BUSINESS,0.6,20000,0,3000,0,0,0,482.62,22/06/2020,28/06/2020, Weekly ,,12,0,
4900001890,   BUSINESS,0.6,1500,432,300,75,507,39.58,276.7,31/03/2022,05/04/2022, Weekly ,,16,0,
4900000723,   BUSINESS,0.6,4000,0,600,0,0,2.4,0,14/02/2021,18/02/2021, Weekly ,,12,0,
4900000723,   BUSINESS,0.6,4000,0,600,0,0,57.82,84.74,20/05/2021,25/05/2021, Weekly ,,12,0,
4900001603,   BUSINESS,0.96,1000,250,320,79.5,329.5,0.12,435.78,20/10/2021,14/11/2021, Monthly ,,4,0,
4900000725,   BUSINESS,0.6,2000,300,400,50,350,27.01,1444.96,16/11/2020,23/11/2020, Weekly ,,16,0,
4900001074,   BUSINESS,0.84,1000,0,280,0,0,2.98,0,06/06/2021,10/06/2021, Weekly ,,16,0,
4900000577,   BUSINESS,0,5580.93,5180.93,0,0,5180.93,0,89310.35,19/02/2020,14/09/2020, Monthly ,,1,0,
4900001939,   BUSINESS,0.96,5000,1666.68,2400,688.32,2355,481.64,746.04,17/05/2022,12/06/2022, Monthly ,,6,0,
4900001015,   BUSINESS,0.96,2000,184,960,0,184,56.37,391.7,24/05/2021,18/06/2021, Monthly ,,6,0,
4900000942,   BUSINESS,0.72,10000,0,3600,0,0,99.59,8.92,31/03/2022,28/04/2022, Monthly ,,6,0,
4900000942,   BUSINESS,0.72,10000,0,3600,0,0,63.22,0,19/04/2021,14/05/2021, Monthly ,,6,0,
4900001311,   GROUP  ,0.84,2000,0,560,0,0,0,2.56,08/02/2022,15/02/2022, Weekly ,,16,0,
4900001311,   BUSINESS,0.84,2000,125,560,14,139,54.14,129.42,29/06/2022,30/06/2022, Weekly ,,16,0,
4900001480,   GROUP  ,0.84,1000,0,280,0,0,0,2.57,13/09/2021,20/09/2021, Weekly ,,16,0,
4900000604,   BUSINESS,0.96,3000,0,720,0,0,0,41.12,29/07/2020,28/08/2020, Monthly ,,3,0,
4900000604,   BUSINESS,0.84,5000,0,2100,0,0,159.91,21.83,29/04/2021,27/05/2021, Monthly ,,6,0,
4900000604,   BUSINESS,0.96,5000,0,1200,0,0,0,59.73,18/05/2020,14/06/2020, Monthly ,,3,0,
4900000312,   GROUP  ,0.9,2000,0,450,0,0,0,59.01,11/09/2018,02/10/2018, Weekly ,,12,0,
4900001476,   GROUP  ,0.84,2000,500,560,118,618,59.16,1245.23,09/09/2021,16/09/2021, Weekly ,,16,0,
4900002013,   BUSINESS,0.96,25000,25000,6000,6000,31000,1858.7,11645.06,16/06/2022,17/07/2022, Monthly ,,3,0,
4900001845,   BUSINESS,0.9,20000,0,9000,0,0,6,0,15/02/2022,13/03/2022, Monthly ,,6,0,
4900001843,   BUSINESS,0.9,20000,0,9000,0,0,6,0,15/02/2022,13/03/2022, Monthly ,,6,0,
4900001845,   BUSINESS,0.9,20000,0,3000,0,0,170.16,0,27/04/2022,15/05/2022, Monthly ,,2,0,
4900001845,   BUSINESS,0.9,20000,0,1500,0,0,0,212.04,21/07/2022,22/08/2022, Monthly ,,1,0,
4900001843,   BUSINESS,0.9,20000,0,3000,0,0,170.16,0,27/04/2022,15/05/2022, Monthly ,,2,0,
4900001843,   BUSINESS,0.9,20000,0,9000,0,0,47.68,0,31/03/2022,14/04/2022, Monthly ,,6,0,
4900001845,   BUSINESS,0.9,20000,0,9000,0,0,59.6,0,30/03/2022,14/04/2022, Monthly ,,6,0,
4900001843,   BUSINESS,0.9,20000,0,1500,0,0,0,212.04,07/07/2022,13/07/2022, Monthly ,,1,0,
4900001843,   BUSINESS,0.96,20000,0,4800,0,0,196.5,0,16/06/2022,17/07/2022, Monthly ,,3,0,
4900001845,   BUSINESS,0.96,20000,0,4800,0,0,196.5,108.7,16/06/2022,17/07/2022, Monthly ,,3,0,
4900002148,   BUSINESS,0.6,1500,187.5,300,25.5,213,23.66,21.17,21/09/2022,26/09/2022, Weekly ,,16,0,
4900000654,   BUSINESS,0.6,2000,0,400,0,0,2.82,163.93,22/04/2021,25/04/2021, Weekly ,,16,0,
4900000654,   BUSINESS,0.6,2000,0,400,0,0,3.58,0.66,30/08/2020,31/08/2020, Weekly ,,16,0,
4900001546,   GROUP  ,0.6,3000,1884,600,375,2259,108.91,1640.34,28/09/2021,05/10/2021, Weekly ,,16,0,
4900001291,   GROUP  ,0.84,2000,165,560,35,200,4.03,449.59,11/08/2021,18/08/2021, Weekly ,,16,0,
4900001583,   GROUP  ,0.6,2000,1125,400,215,1340,117.44,1097.6,11/10/2021,18/10/2021, Weekly ,,16,0,
4900001413,   BUSINESS,0.96,4000,0,320,0,0,0,11.36,26/08/2021,23/09/2021, Monthly ,,1,0,
4900001413,   BUSINESS,0.96,5000,833.35,2400,290.65,1124,152.13,790.77,30/01/2022,23/02/2022, Monthly ,,6,0,
4900001920,   BUSINESS,0.96,7000,0,560,0,0,0,377.75,27/04/2022,18/05/2022, Monthly ,,1,0,
4900000351,   BUSINESS,0.96,16626.16,0,1330.09,0,0,0,11071.47,28/01/2019,25/05/2019, Monthly ,,1,0,
4900000351,   BUSINESS,0.84,10000,0,2100,0,0,56.72,0,12/07/2022,07/08/2022, Monthly ,,3,0,
4900001298,   BUSINESS,0.84,3000,562.5,840,117.5,680,202.27,1683.93,17/11/2021,18/11/2021, Weekly ,,16,0,
4900001516,   GROUP  ,0.84,1000,0,280,0,0,1.8,0,23/09/2021,30/09/2021, Weekly ,,16,0,
4900000633,   BUSINESS,0.6,1000,0,150,0,0,5.63,2.4,12/08/2020,18/08/2020, Weekly ,,12,0,
4900000452,   BUSINESS,0.96,2000,916.47,640,160,1076.47,149.62,43940.67,28/01/2020,28/02/2020, Monthly ,,4,0,
4900000728,   GROUP  ,0.6,1000,0,150,0,0,12.27,41.95,09/11/2020,12/11/2020, Weekly ,,12,0,
4900001247,   GROUP  ,0.6,5000,433.5,1250,62.5,496,328.41,1294.17,29/07/2021,05/08/2021, Weekly ,,20,0,
4900001238,   GROUP  ,0.84,2000,0,560,0,0,0,40.4,01/08/2021,08/08/2021, Weekly ,,16,0,
4900001238,   BUSINESS,0.84,2500,1233.75,700,306.25,1540,143.72,864.47,13/04/2022,14/04/2022, Weekly ,,16,0,
4900000519,   BUSINESS,0.84,20000,0,8400,0,0,585.21,48017.4,24/11/2019,01/12/2019, Weekly ,,26,0,
4900000168,   BUSINESS,0.96,1500,510,360,120,630,0,0,13/12/2017,19/12/2017, Weekly ,,12,0,
4900000293,   BUSINESS,0.96,20000,0,6400,0,0,0,68408.7,02/10/2019,08/10/2019, Weekly ,,16,0,
4900000293,   BUSINESS,0.96,22223.99,0,1777.92,0,0,0,1475.16,01/02/2022,03/04/2022, Monthly ,,1,0,
4900000293,   BUSINESS,0.96,20000,3299.91,3200,0,3299.91,610.38,2620.69,26/07/2022,28/08/2022, Monthly ,,2,0,
4900001842,   BUSINESS,0.84,15000,0,6300,0,0,2.03,0,15/02/2022,17/02/2022, Weekly ,,24,0,
4900001916,   BUSINESS,0.96,10000,3067,2400,0,3067,244.04,2248.87,12/06/2022,06/07/2022, Monthly ,,3,0,
4900001916,   BUSINESS,0.96,20000,0,1600,0,0,0,227.24,21/04/2022,11/05/2022, Monthly ,,1,0,
4900001280,   BUSINESS,0.6,5000,0,1000,0,0,128.31,0,25/08/2022,28/08/2022, Weekly ,,16,0,
4900001280,   GROUP  ,0.6,3000,0,600,0,0,0.24,0,13/04/2022,20/04/2022, Weekly ,,16,0,
4900001107,   BUSINESS,0.84,20000,16666.67,8400,6328.33,22995,3129.87,33033.21,14/06/2021,09/07/2021, Monthly ,,6,0,
4900001342,   GROUP  ,0.84,1000,0,280,0,0,7.02,14.72,13/09/2021,20/09/2021, Weekly ,,16,0,
4900000174,   BUSINESS,0.96,1000,300,240,60,360,0,0,18/12/2017,26/12/2017, Weekly ,,12,0,
4900001484,   GROUP  ,0.84,2000,1120,560,280,1400,79.18,1031.28,17/01/2022,23/01/2022, Weekly ,,16,0,
4900001484,   GROUP  ,0.84,2000,0,560,0,0,28.1,0,13/09/2021,20/09/2021, Weekly ,,16,0,
4900001037,   BUSINESS,0.6,2000,0,400,0,0,0,6.63,25/11/2021,29/11/2021, Weekly ,,16,0,
4900001037,   BUSINESS,0.6,2000,0,500,0,0,9,4.1,01/06/2021,02/06/2021, Weekly ,,20,0,
4900000614,   BUSINESS,0.6,3000,0,300,0,0,18.48,751.44,10/08/2020,17/08/2020, Weekly ,,8,0,
4900001931,   BUSINESS,0.6,7000,3025,2100,875,3900,422.94,680.78,28/04/2022,05/05/2022, Weekly ,,24,0,
4900002061,   BUSINESS,0.6,2000,0,400,0,0,34.2,28.48,21/07/2022,24/07/2022, Weekly ,,16,0,
4900002099,   BUSINESS,0.6,1000,0,200,0,0,1.44,0,17/08/2022,28/08/2022, Weekly ,,16,0,
4900001566,   GROUP  ,0.84,1500,430,420,105,535,36.12,673.48,11/10/2021,18/10/2021, Weekly ,,16,0,
4900002139,   BUSINESS,0.6,2000,1173,400,225,1398,93.34,85.2,14/09/2022,22/09/2022, Weekly ,,16,0,
4900001360,   GROUP  ,0.84,2000,0,560,0,0,5.89,168.34,08/09/2021,15/09/2021, Weekly ,,16,0,
4900001586,   GROUP  ,0.6,1000,0,200,0,0,35.34,313.09,11/10/2021,18/10/2021, Weekly ,,16,0,
4900001237,   GROUP  ,0.84,2000,0,560,0,0,0,53.2,01/08/2021,08/08/2021, Weekly ,,16,0,
4900000763,   BUSINESS,0.6,4000,0,800,0,0,139.82,109.74,05/12/2021,08/12/2021, Weekly ,,16,0,
4900000763,   BUSINESS,0.6,4000,0,800,0,0,9.7,0,03/12/2020,10/12/2020, Weekly ,,16,0,
4900000763,   BUSINESS,0.6,4000,0,800,0,0,10.64,0,25/07/2021,25/07/2021, Weekly ,,16,0,
4900000763,   BUSINESS,0.6,4000,0,800,0,0,16.06,8.38,30/03/2021,01/04/2021, Weekly ,,16,0,
4900001650,   GROUP  ,0.6,3000,1814.5,600,337.5,2152,181.15,1463.97,28/10/2021,04/11/2021, Weekly ,,16,0,
4900000640,   BUSINESS,0.6,3000,0,450,0,0,28.8,31.8,10/08/2020,17/08/2020, Weekly ,,12,0,
4900001011,   BUSINESS,0.48,1000,0,120,0,0,34.65,60.65,24/05/2021,25/05/2021, Weekly ,,12,0,
4900001011,   BUSINESS,0.48,2000,220,240,20,240,9.19,14.48,29/09/2022,09/10/2022, Weekly ,,12,0,
4900001535,   BUSINESS,0.84,2500,791.25,700,218.75,1010,159.54,1441.06,29/09/2021,04/10/2021, Weekly ,,16,0,
4900000546,   BUSINESS,0.96,5000,0,1200,0,0,2.89,0,23/12/2019,23/01/2020, Monthly ,,3,0,
4900000660,   BUSINESS,0.6,1000,0,200,0,0,1.76,0,26/08/2020,31/08/2020, Weekly ,,16,0,
4900000794,   BUSINESS,0.6,2000,0,400,0,0,13.28,221.5,17/12/2020,24/12/2020, Weekly ,,16,0,
4900000311,   GROUP  ,0.9,2000,0,450,0,0,0,21.8,11/09/2018,02/10/2018, Weekly ,,12,0,
4900000283,   BUSINESS,0.84,1000,325,210,52.5,377.5,21.86,8229.94,05/02/2020,10/02/2020, Weekly ,,12,0,
4900002021,   BUSINESS,0.84,1500,0,420,0,0,35.87,22.01,30/06/2022,30/06/2022, Weekly ,,16,0,
4900001912,   BUSINESS,0.6,3000,113,600,0,113,38.25,209.55,13/04/2022,17/04/2022, Weekly ,,16,0,
4900001797,   BUSINESS,0.96,5000,4166.67,2400,1999.33,6166,853.76,3841.52,05/01/2022,06/02/2022, Monthly ,,6,0,
4900001108,   BUSINESS,0.6,20000,0,6000,0,0,0,28.48,14/06/2021,10/07/2021, Monthly ,,6,0,
4900000625,   BUSINESS,0.72,10000,0,600,0,0,0,938.02,19/07/2020,15/08/2020, Monthly ,,1,0,
4900000809,   BUSINESS,0.84,10000,0,2800,0,0,25.86,0,22/12/2020,29/12/2020, Weekly ,,16,0,
4900000809,   BUSINESS,0.84,15000,7780.14,6300,3150,10930.14,7097.05,26592.55,16/05/2021,13/06/2021, Weekly ,,24,0,
4900000809,   BUSINESS,0.84,20000,2539.92,8400,1050.08,3590,537.22,17997.92,08/03/2021,15/03/2021, Weekly ,,24,0,
4900000845,   BUSINESS,0.6,5000,0,1500,0,0,79.39,0.99,11/10/2021,11/10/2021, Weekly ,,24,0,
4900000845,   BUSINESS,0.6,5000,0,1500,0,0,126.57,0,30/03/2021,01/04/2021, Weekly ,,24,0,
4900001021,   BUSINESS,0.6,6000,0,1800,0,0,10.27,3.21,24/05/2021,30/05/2021, Weekly ,,24,0,
4900001021,   BUSINESS,0.6,4000,0,600,0,0,34.61,26.36,16/06/2022,23/06/2022, Weekly ,,12,0,
4900001187,   BUSINESS,0.84,4000,0,1680,0,0,0,33.34,20/07/2021,22/07/2021, Weekly ,,24,0,
4900000584,   BUSINESS,0.84,20000,0,7000,0,0,174.47,37.05,04/11/2020,03/12/2020, Monthly ,,5,0,
4900000584,   BUSINESS,0.84,20000,0,5600,0,0,128.13,54.92,01/07/2021,16/07/2021, Monthly ,,4,0,
4900000584,   BUSINESS,0.96,15000,0,3600,0,0,0,391.63,25/03/2020,04/04/2020, Monthly ,,3,0,
4900000584,   BUSINESS,0.84,20000,0,8400,0,0,112.8,0,27/03/2022,24/04/2022, Monthly ,,6,0,
4900000584,   BUSINESS,0.96,15000,0,4800,0,0,0,145.34,21/06/2020,21/07/2020, Monthly ,,4,0,
4900000584,   BUSINESS,0.84,20000,1400,5600,0,1400,192.29,66.42,19/10/2022,09/11/2022, Monthly ,,4,0,
4900000522,   BUSINESS,0.96,3000,0,960,0,0,0,1018.07,09/03/2020,05/04/2020, Monthly ,,4,0,
4900000522,   BUSINESS,0.72,5000,0,1200,0,0,19.41,0,28/01/2021,26/02/2021, Monthly ,,4,0,
4900000522,   BUSINESS,0.72,7535.56,0,1808.53,0,0,253.77,255.98,28/03/2022,23/06/2022, Monthly ,,4,0,
4900000939,   BUSINESS,0.96,6500,0,3120,0,0,538.6,0,22/04/2021,12/05/2021, Monthly ,,6,0,
4900000847,   BUSINESS,0.72,7000,0,2520,0,0,246.77,382.8,11/08/2021,07/09/2021, Monthly ,,6,0,
4900000847,   BUSINESS,0.84,3000,2250,840,582,2832,111.05,0,16/11/2022,18/12/2022, Monthly ,,4,0,
4900000767,   BUSINESS,0.6,2000,0,300,0,0,5.55,30.29,01/12/2020,08/12/2020, Weekly ,,12,0,
4900002231,   BUSINESS,0.6,3000,1000,900,279,1279,36.07,0,29/09/2022,06/10/2022, Weekly ,,24,0,
4900001679,   BUSINESS,0.96,3000,0,1440,0,0,71.87,19.79,11/11/2021,09/12/2021, Monthly ,,6,0,
4900000953,   BUSINESS,0.6,1500,0,300,0,0,5.83,0.68,22/04/2021,27/04/2021, Weekly ,,16,0,
4900000759,   BUSINESS,0.6,1000,0,150,0,0,1.6,0,27/11/2020,01/12/2020, Weekly ,,12,0,
4900001323,   GROUP  ,0.84,2000,1250,2240,1290,2540,1226.05,272.08,30/08/2021,29/09/2021, Monthly ,,16,0,
4900001048,   BUSINESS,0.6,3000,0,900,0,0,45.14,35.43,14/06/2021,16/06/2021, Weekly ,,24,0,
4900001048,   BUSINESS,0.6,2000,0,400,0,0,28.78,7.2,21/03/2022,22/03/2022, Weekly ,,16,0,
4900001048,   BUSINESS,0.6,3000,0,900,0,0,7.79,0,29/08/2022,05/09/2022, Weekly ,,24,0,
4900000601,   BUSINESS,0.96,3500,0,1680,0,0,2.85,0,11/02/2021,10/03/2021, Monthly ,,6,0,
4900000601,   BUSINESS,0.96,5000,0,2400,0,0,152.89,38.84,22/09/2021,19/10/2021, Monthly ,,6,0,
4900000601,   BUSINESS,0.96,5000,0,2400,0,0,241.7,2.14,09/06/2022,22/06/2022, Monthly ,,6,0,
4900000675,   BUSINESS,0.72,5000,0,1800,0,0,2.23,8.92,07/09/2020,06/10/2020, Monthly ,,6,0,
4900000596,   BUSINESS,0.84,20000,0,8400,0,0,26.55,0,20/12/2021,21/12/2021, Weekly ,,24,0,
4900000596,   BUSINESS,0.84,20000,833.41,8400,346.96,1180.37,0,86.92,26/07/2022,07/08/2022, Weekly ,,24,0,
4900000596,   BUSINESS,0.84,20000,0,5600,0,0,8.64,0.5,22/12/2020,05/01/2021, Weekly ,,16,0,
4900000596,   BUSINESS,0.84,20000,0,5600,0,0,308.18,100.51,22/04/2021,02/05/2021, Weekly ,,16,0,
4900000596,   BUSINESS,0.84,20000,0,8400,0,0,263.58,21.49,30/01/2022,02/02/2022, Weekly ,,24,0,
4900002079,   BUSINESS,0.84,10000,0,4200,0,0,217.24,0,26/07/2022,07/08/2022, Weekly ,,24,0,
4900000782,   GROUP  ,0.6,5000,892,1000,125,1017,94.29,1291.62,08/09/2021,15/09/2021, Weekly ,,16,0,
4900001150,   BUSINESS,0.6,1000,0,200,0,0,0.12,0,01/07/2021,05/07/2021, Weekly ,,16,0,
4900000800,   BUSINESS,0.96,3000,0,1200,0,0,455.15,954.04,17/12/2020,17/01/2021, Monthly ,,5,0,
4900000462,   BUSINESS,0.96,10000,0,1600,0,0,0,138.42,16/09/2020,16/10/2020, Monthly ,,2,0,
4900000462,   BUSINESS,0.96,5000,0,400,0,0,0,213,20/05/2021,11/06/2021, Monthly ,,1,0,
4900000792,   BUSINESS,0.84,5000,0,1400,0,0,4.7,0,22/04/2021,27/04/2021, Weekly ,,16,0,
4900001133,   BUSINESS,0.6,3000,0,600,0,0,31.96,0,29/06/2021,07/07/2021, Weekly ,,16,0,
4900000553,   BUSINESS,0.84,9000,0,1260,0,0,25.02,99.15,08/01/2020,02/02/2020, Monthly ,,2,0,
4900000553,   BUSINESS,0.84,20000,0,8400,0,0,5224.1,6699.34,30/08/2020,24/09/2020, Monthly ,,6,0,
4900000553,   BUSINESS,0.96,5000,0,800,0,0,0,124.46,25/05/2020,21/06/2020, Monthly ,,2,0,
4900002343,   BUSINESS,0.6,4000,1200,800,200,1400,71.44,0,21/11/2022,28/11/2022, Weekly ,,16,0,
4900001996,   BUSINESS,0.6,2000,0,400,0,0,11.75,54.17,12/06/2022,19/06/2022, Weekly ,,16,0,
4900001455,   BUSINESS,0.84,4000,212,1120,0,212,123.42,1281.03,08/09/2021,13/09/2021, Weekly ,,16,0,
4900001555,   GROUP  ,0.6,1500,750,300,140,890,54.43,699.51,28/09/2021,05/10/2021, Weekly ,,16,0,
4900001276,   GROUP  ,0.6,2000,500,400,90,590,20.85,550.48,08/09/2021,15/09/2021, Weekly ,,16,0,
4900000029,   BUSINESS,0.96,1000,596,240,140,736,0,0,14/09/2017,21/09/2017, Weekly ,,12,0,
4900001826,   GROUP  ,0.84,500,0,140,0,0,0,2.49,08/02/2022,15/02/2022, Weekly ,,16,0,
4900002065,   BUSINESS,0.6,4000,0,1200,0,0,29.61,7.4,26/07/2022,26/07/2022, Weekly ,,24,0,
4900000999,   BUSINESS,0.84,20000,0,8400,0,0,120.57,0,16/05/2021,13/06/2021, Monthly ,,6,0,
4900001975,   BUSINESS,0.84,24821.74,0,1737.52,0,0,0,10732.01,07/06/2022,31/07/2022, Monthly ,,1,0,
4900002169,   BUSINESS,0.96,1000,0,240,0,0,10.98,16.1,21/09/2022,02/10/2022, Monthly ,,3,0,
4900000672,   BUSINESS,0.84,10000,0,1400,0,0,13.12,118.08,03/02/2021,02/03/2021, Monthly ,,2,0,
4900000672,   BUSINESS,0.84,10000,0,1400,0,0,0,554.51,07/09/2020,06/10/2020, Monthly ,,2,0,
4900000412,   BUSINESS,0.96,20000,0,9600,0,0,0,3359.04,29/10/2019,28/11/2019, Monthly ,,6,0,
4900000412,   BUSINESS,0.84,20000,998,8400,0,998,495.7,1835.54,28/10/2021,28/11/2021, Monthly ,,6,0,
4900000412,   BUSINESS,0.84,20000,0,8400,0,0,392.45,20.58,25/03/2021,24/04/2021, Monthly ,,6,0,
4900001117,   BUSINESS,0.96,20000,0,3200,0,0,349.71,725.62,29/08/2021,19/09/2021, Monthly ,,2,0,
4900001117,   BUSINESS,0.96,20000,0,4800,0,0,686.94,818.71,21/04/2022,18/05/2022, Monthly ,,3,0,
4900001117,   BUSINESS,0.96,20000,0,4800,0,0,561.88,157.91,30/12/2021,30/01/2022, Monthly ,,3,0,
4900001117,   BUSINESS,0.96,20000,0,3200,0,0,0,9.47,14/07/2021,14/07/2021, Monthly ,,2,0,
4900001117,   BUSINESS,0.96,20000,8200,4800,1600,9800,1148.73,1113.78,28/09/2022,30/10/2022, Monthly ,,3,0,
4900001293,   GROUP  ,0.84,2000,435,560,105,540,37.36,928.32,11/08/2021,18/08/2021, Weekly ,,16,0,
4900000458,   BUSINESS,0.96,2000,0,160,0,0,0,7948.95,15/07/2019,08/08/2019, Monthly ,,1,0,
4900001214,   BUSINESS,0.6,5000,475,1500,125,600,235.43,1303.15,18/07/2021,25/07/2021, Weekly ,,24,0,
4900001805,   BUSINESS,0.84,2000,0,560,0,0,79.18,497.57,17/01/2022,23/01/2022, Weekly ,,16,0,
4900001961,   BUSINESS,0.6,4000,868,800,150,1018,97.42,70.34,12/09/2022,22/09/2022, Weekly ,,16,0,
4900001332,   BUSINESS,0.84,2500,156.25,700,43.75,200,48.12,441.97,08/12/2021,13/12/2021, Weekly ,,16,0,
4900000831,   BUSINESS,0.48,3000,0,600,0,0,17.49,2.8,26/05/2021,31/05/2021, Daily ,,100,0,
4900000831,   BUSINESS,0.48,1500,0,180,0,0,17.01,4.66,10/02/2021,16/02/2021, Daily ,,60,0,
4900000831,   BUSINESS,0.6,3000,0,750,0,0,5.84,37.38,28/10/2021,01/11/2021, Weekly ,,20,0,
4900001531,   GROUP  ,0.84,1000,10,280,0,10,13,308.13,27/09/2021,04/10/2021, Weekly ,,16,0,
4900001651,   GROUP  ,0.6,2000,726,400,125,851,116.49,808.77,28/10/2021,04/11/2021, Weekly ,,16,0,
4900000780,   BUSINESS,0.6,2000,0,400,0,0,2.78,101.17,09/12/2020,20/12/2020, Weekly ,,16,0,
4900001040,   BUSINESS,0.48,1000,0,160,0,0,16,2.59,01/06/2021,02/06/2021, Daily ,,80,0,
4900000715,   BUSINESS,0.84,4000,0,840,0,0,179.62,903.31,30/03/2021,01/04/2021, Weekly ,,12,0,
4900000715,   BUSINESS,0.6,4000,0,600,0,0,15.05,0,15/10/2020,22/10/2020, Weekly ,,12,0,
4900000715,   BUSINESS,0.6,4000,0,600,0,0,11.89,0,10/01/2021,17/01/2021, Weekly ,,12,0,
4900001229,   BUSINESS,0.6,5000,0,1500,0,0,0,87.5,22/07/2021,21/08/2021, Monthly ,,6,0,
4900001185,   BUSINESS,0.6,3000,1158.5,900,337.5,1496,156.14,1299.9,18/07/2021,21/07/2021, Weekly ,,24,0,
4900001050,   BUSINESS,0.6,20000,0,10000,0,0,568.28,267.04,03/06/2021,27/06/2021, Monthly ,,10,0,
4900002016,   BUSINESS,0.96,20000,0,3200,0,0,183.46,0,22/06/2022,21/07/2022, Monthly ,,2,0,
4900000296,   BUSINESS,0.96,3000,0,720,0,0,0,44.69,13/08/2018,20/08/2018, Weekly ,,12,0,
